href,text,title,codice_comune_istat
https://form.agid.gov.it/view/9c4fad40-71c8-11ef-8abc-69259c372bff,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001088
https://form.agid.gov.it/view/855bcaf0-1c33-11ef-9692-5d697308e7e5,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001089
https://form.agid.gov.it/view/eba08396-5c2a-40c1-82f8-d7f3029ae2a4/,Dichiarazione di accessibilità,,001090
https://form.agid.gov.it/view/27bdb2d0-8306-11ee-8da1-6fff8ebd0a79,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001091
https://form.agid.gov.it/view/905d3d70-797c-11ef-b1f8-8bc4b6f6dcff,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001092
https://form.agid.gov.it/view/d24c04f2-e303-4d19-a38b-4bbc5d58ade0,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001093
https://form.agid.gov.it/view/485fd0a0-03dd-11f0-b72a-f5b20cc22a1d,Dichiarazione di accessibilità,,001094
https://form.agid.gov.it/view/331c7560-eab4-11ee-8d10-8953ad705315,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001095
https://form.agid.gov.it/view/042bcbf0-796d-11ef-8b86-a114544c4b4c,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001096
https://form.agid.gov.it/view/3bfd1a70-e5f7-11ee-b751-19ace8d2b630,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001097
https://form.agid.gov.it/view/490dfa00-0003-11f0-a893-477b4107d2ff,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001098
https://form.agid.gov.it/view/3dfc38f0-f8df-11ef-830d-0d7ee6e26f06,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001099
https://form.agid.gov.it/view/cff95360-e925-11ef-8345-ab95aca70c9a,Dichiarazione di accessibilità,,001100
https://form.agid.gov.it/view/78060ac0-9833-11ee-bfa8-778369ba323a,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,001101
https://form.agid.gov.it/view/4b17ae70-7a45-11ef-8318-ef4347ebf578,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001102
https://form.agid.gov.it/view/869dffa5-7017-44a6-ae74-91f616186713/,Dichiarazione di accessibilità,,001103
https://www.comune.fiano.to.it/it-it/accessibilita,Dichiarazione di accessibilità,,001104
https://form.agid.gov.it/view/7eaa7a70-8a16-11ef-a471-ebf2b9ebe041,Dichiarazione di accessibilità,,001105
https://form.agid.gov.it/view/3c144ce0-8561-11ef-80bc-2d1c61917e35,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001107
https://form.agid.gov.it/view/bc2fd7c0-6a98-11ef-bfc9-0139a13d2963,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001108
https://form.agid.gov.it/view/f2f562b9-1b59-4b3f-942e-be2c07942322,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001109
https://form.agid.gov.it/view/6c8117c0-86ef-11ef-93cf-ebaa2ba2e883,Dichiarazione di accessibilità,,001110
https://form.agid.gov.it/view/c02593d0-74dc-11ef-8058-51d4da47dc52,Dichiarazione di accessibilità,,001111
https://form.agid.gov.it/view/634b1450-b614-11ee-9fa2-f57cf7193080,Dichiarazione di accessibilità,,001112
https://www.comune.germagnano.to.it/it-it/accessibilita,Dichiarazione di accessibilità,,001113
https://form.agid.gov.it/view/752a7eb0-8ace-11ef-be74-5bb132607e23,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001114
https://form.agid.gov.it/view/d23a2050-703f-11ef-bf92-4904f6e47d35,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001115
https://form.agid.gov.it/view/c01ad7c0-7413-11ef-a040-e1a46e1cc329,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001116
https://form.agid.gov.it/view/86cb2910-6ab9-11ef-8812-4b96b827f4a6,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001117
https://form.agid.gov.it/view/d19568be-239d-4739-808a-16530a9633e9,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001118
https://form.agid.gov.it/view/3a130490-79ae-11ef-9c3d-7decdf75a4d4,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001119
https://www.comune.grugliasco.to.it/it/accessibility,Accessibilità,Accessibilità,001120
https://form.agid.gov.it/view/b1d47a50-74cb-11ef-b151-91139087abab,Dichiarazione di accessibilità,Dichiarazione di accessibilità,001120
https://form.agid.gov.it/view/6fdb3caa-d82f-4585-94b7-9253956b7ea1,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001121
https://www.comune.inversopinasca.to.it/ita/accessibilita.asp,Accessibilità,,001122
https://form.agid.gov.it/view/9cd8ca40-7c17-11ef-a357-f367b9719ce1,Dichiarazione di accessibilità,,001122
https://form.agid.gov.it/view/f28c4f10-b47c-11ee-a34d-fdbcfc06e6fd,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001124
https://form.agid.gov.it/view/1c510cf0-2b7a-40ed-b2b6-9b4b89857fd0,Dichiarazione di accessibilità AGID,,001125
https://form.agid.gov.it/view/c07861da-657d-4ce8-85c0-89f7fb339098,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001126
https://form.agid.gov.it/view/7b282962-f4b4-49bd-ab18-35ce2a659244,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001128
https://www.comune.lauriano.to.it/Menu.aspx?IDDettaglioPagina=165035,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001129
https://form.agid.gov.it/view/9dce5dc0-79ba-11ef-ac89-73bc889f09c1,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001130
https://form.agid.gov.it/view/d5a18780-8d39-11ef-aa44-53605cbfccd3,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001131
https://form.agid.gov.it/view/ae990c50-74f5-11ef-92bf-cf303a7aa1ba,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001132
https://form.agid.gov.it/view/4899c1f0-799c-11ef-a45d-85b05898c054,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001133
https://form.agid.gov.it/view/2c27a3b0-6c55-11ef-af19-f54e08845f1e,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001134
https://form.agid.gov.it/view/0e917aac-b3ea-451d-9e04-53e8ed1c897e,Dichiarazione di accessibilità,,001135
https://form.agid.gov.it/view/5e2b96d0-e5cf-11ee-91ce-7f12e1b54a7f,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001136
https://form.agid.gov.it/view/fe903390-7735-11ef-9a8a-e762469b202d,Dichiarazione di accessibilità,,001139
https://form.agid.gov.it/view/33ba2745-1dec-4c11-bf9e-47103ff66fea/,Dichiarazione di accessibilità,,001140
https://form.agid.gov.it/view/5e192ca0-7a82-11ef-95cd-dda3b7d1a60d,Dichiarazione di accessibilità,,001141
https://form.agid.gov.it/view/51a0d5c0-b21f-11ef-984e-3371145c2cd4,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001143
https://form.agid.gov.it/view/e919a840-fc9a-11ee-aec1-bd4a7d500ecc,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001144
https://form.agid.gov.it/view/0eadffe0-d975-11ef-b503-f11cb77bc27b,Dichiarazione di accessibilità,,001146
https://www.comune.mazze.to.it/amministrazione-trasparente,"Amministrazione Trasparente
                                La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Vai alla pagina: Amministrazione Trasparente,001148
https://form.agid.gov.it/view/56b41890-295f-11ef-8bda-7f88d3d4cdbf,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,001148
https://form.agid.gov.it/view/07663a10-71a4-11ef-8229-07a2a08cbd6b,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001149
https://form.agid.gov.it/view/7cbe90c0-6ebe-11ef-aea9-cd5cf01dfc99,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001150
https://form.agid.gov.it/view/e783aa30-7594-11ef-9a71-3d998cb0c3c3,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001152
https://form.agid.gov.it/view/fc23a250-92be-11ef-af86-a7afb04dbf9b,Dichiarazione di accessibilità,,001154
https://form.agid.gov.it/view/08907790-25b1-11f0-85ff-87a29b7d338f,Dichiarazione di accessibilità,Attenzione! Il link si apre in una nuova finestra del browser,001156
https://form.agid.gov.it/view/93796f00-e6a7-11ee-bede-f9e8baab9409,Dichiarazione di accessibilità,,001157
https://form.agid.gov.it/view/c1ef5150-703c-11ef-8f50-a77817069599,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001158
https://form.agid.gov.it/view/afc720d0-ae34-11ef-bf46-315a8a86a3ce,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001159
https://form.agid.gov.it/view/d166b290-9cbb-11ee-901e-cb6c00ca4808,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001160
https://form.agid.gov.it/view/179a06f0-79b0-11ef-b356-5d99b428df8b,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001161
https://form.agid.gov.it/view/9cbe8922-d170-42f1-afe7-7b2a2adb4884/,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001162
https://form.agid.gov.it/view/e778fb20-71cb-11ef-bac6-85c4987776d8,Dichiarazione di accessibilità,,001164
https://form.agid.gov.it/view/6c619ca2-ae00-49a3-8b14-4844ddf9bc8a,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001165
https://form.agid.gov.it/view/88863280-69e8-11ef-be6f-67c1cd981415,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001166
https://form.agid.gov.it/view/d3345a35-720a-43a4-809b-a2bb15022006/,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001167
https://form.agid.gov.it/view/d5f3fe20-16be-11f0-8878-4913a50349d9,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001168
https://form.agid.gov.it/view/32240f80-d3ff-11ef-a509-e53c0b23c874,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,001169
https://form.agid.gov.it/view/8a385d88-a387-42ec-8616-8f60208a8908,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001170
https://comune.orbassano.to.it/it/accessibility,Accessibilità,Accessibilità,001171
https://form.agid.gov.it/view/48c85140-7655-11ef-b6ce-8b7f0bda7197,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001172
https://form.agid.gov.it/view/11361740-d739-11ef-b4c0-0f314fb5eb8a,Dichiarazione di accessibilità,,001173
https://form.agid.gov.it/view/61d7d280-eb4c-11ee-bf3f-99f6d8f43fd6,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001174
https://form.agid.gov.it/view/357dcfb0-b7a1-11ef-9479-973d2b0f6687,Dichiarazione di accessibilità,,001175
https://form.agid.gov.it/view/24f57e40-767e-11ef-90ef-1f633867ee70,Dichiarazione di accessibilità,,001176
https://form.agid.gov.it/view/4cb3b180-69fa-11ef-9f6f-cf57bcce2d02,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001177
https://form.agid.gov.it/view/f8a32e60-f4ef-4094-8197-7aa46374e49a,Dichiarazione di accessibilità,Vai alla pagina Dichiarazione di accessibilità,001178
https://form.agid.gov.it/view/28bce5d0-e78c-11ee-a1c1-83f54749d9b6,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001178
https://form.agid.gov.it/view/9f575070-e77a-11ee-b4bd-e7e4c91a5c60,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001179
https://form.agid.gov.it/view/8b26af40-6d0f-11ef-85f5-5f9e16aee566,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001180
https://form.agid.gov.it/view/d3220f30-6f56-11ef-b50f-9d29f2fd5d72,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001181
https://form.agid.gov.it/view/abe25600-bf75-11ee-845b-6982e57deb6c,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001183
https://form.agid.gov.it/view/ea0d540b-991d-43ee-93b5-13a6ede2fac2/,Dichiarazione di accessibilità,,001184
https://form.agid.gov.it/view/13eee175-215b-46b7-a38b-6424cd44f6b9,Dichiarazione di accessibilità,,001185
https://form.agid.gov.it/view/801d20a0-e223-11ef-b26b-9d04c62aaeee,Dichiarazione di accessibilità,,001186
https://form.agid.gov.it/view/57f1f46b-9788-4aa8-ac08-43686e736b5a,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001187
https://form.agid.gov.it/view/aca000f5-5487-45db-a56a-da6d0546d762,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001188
https://form.agid.gov.it/view/03bb2eb0-9a64-11ee-b702-bb7be19cf266,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001189
https://form.agid.gov.it/view/4c43e9f0-79b7-11ef-886f-07c7b03d3ec9,Dichiarazione di accessibilità,,001190
https://form.agid.gov.it/view/f56c0be0-7a3c-11ef-ba6f-03f20e694150,Dichiarazione di accessibilità,Attenzione! Il link si apre in una nuova finestra del browser,001191
https://form.agid.gov.it/view/e62f3fc0-7a60-11ef-8032-437f4c232922,Dichiarazione di accessibilità,,001192
https://form.agid.gov.it/view/c733059c-75cd-488c-bd88-1b8980bc6167,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001193
https://www.comune.piossasco.to.it/it/accessibility,Accessibilità,Accessibilità,001194
https://form.agid.gov.it/view/d6912da0-7b30-11ef-a813-4bdcc261e711,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001195
https://form.agid.gov.it/view/d8a06938-4a74-46f1-9ab7-ffdc4919d5ee/,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,001196
https://form.agid.gov.it/view/c93e6000-b2f3-11ef-bb44-0f3cf87799c5,Dichiarazione di accessibilità,,001197
https://form.agid.gov.it/view/c0460300-a582-11ef-b2a7-edc319e13e40,Dichiarazione di accessibilità,,001198
https://form.agid.gov.it/view/d146348b-74e5-4e3a-80c3-fa4496f8f148,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001199
https://form.agid.gov.it/view/32919230-bb9b-11ee-a8f8-990e60b30f35,Dichiarazione di accessibilità,,001200
https://form.agid.gov.it/view/254699f0-0bb7-11f0-8832-b5fe9b3730b8,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001201
https://form.agid.gov.it/view/7354c6da-6898-405a-b431-40ea3940a88d/,Dichiarazione di accessibilità,,001202
https://form.agid.gov.it/view/56e555e0-740a-11ef-8ee6-33dbfcc0c2e7,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001203
https://form.agid.gov.it/view/20eca52c-b066-4340-a664-d089b9043ccf/,Dichiarazione di accessibilità,,001204
https://form.agid.gov.it/view/80adf070-66c8-11ef-9bf7-0b593edfd7a1,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,001205
https://form.agid.gov.it/view/ccae20f0-32c3-11ef-b0d7-9b131be31635,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001206
https://form.agid.gov.it/view/12ea34c0-e1f5-11ee-a986-d13952b1dd70,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001207
https://form.agid.gov.it/view/04634fc0-ce69-11ef-8451-118b8255f7ce,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001208
https://form.agid.gov.it/view/bab81c50-7974-11ef-8c02-d5d6456fcdcc,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001209
https://form.agid.gov.it/view/a04d8440-87c0-11ef-8f92-d1f772c3c282,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001210
https://www.comune.reano.to.it/it-it/accessibilita,Dichiarazione di accessibilità,,001211
https://form.agid.gov.it/view/ad00c280-7689-11ef-918a-b73735366807,Dichiarazione di accessibilità (Apre il link in una nuova scheda),,001212
