codice_comune_istat,href,text,comune
001062,/it-it/accessibilita,Dichiarazione di accessibilità,Caselette
001063,https://form.agid.gov.it/view/bc0aaf80-711a-11ef-8a98-cd67bbdc6fe3,Dichiarazione di accessibilità,Caselle Torinese
001063,https://form.agid.gov.it/view/bc0aaf80-711a-11ef-8a98-cd67bbdc6fe3,Accessibilità,Caselle Torinese
001066,https://form.agid.gov.it/view/e78d8d30-87c7-11ef-aded-9f998d21644a,Dichiarazione di accessibilità,Castellamonte
001067,https://form.agid.gov.it/view/c978f120-7991-11ef-b5a5-997f93d2304f,Dichiarazione di accessibilità,Castelnuovo Nigra
001068,https://form.agid.gov.it/view/fb718af0-b0bb-11ef-83e3-bb5e55f11330,Dichiarazione di accessibilità,Castiglione Torinese
001069,https://form.agid.gov.it/view/05002e60-a03a-11ef-ac6b-3166c111c138,Dichiarazione di accessibilità,Cavagnolo
001070,https://form.agid.gov.it/view/344ccdd0-7737-11ef-9d00-df5120a08640,Dichiarazione di accessibilità,Cavour
001071,https://form.agid.gov.it/view/300dc523-7244-4aee-882f-15f788b0555a,Dichiarazione di accessibilità,Cercenasco
001072,https://form.agid.gov.it/view/d9fc6780-6f7c-11ef-b5cc-651b56410c11,Dichiarazione di accessibilità,Ceres
001073,https://form.agid.gov.it/view/6d1f2d30-8d29-11ef-a92c-c111a3c34158,"Dichiarazione di
                                                        accessibilità",Ceresole Reale
001074,https://form.agid.gov.it/view/cd1002e0-0a52-11f0-a96d-bb2046a1690a,Dichiarazione di accessibilità,Cesana Torinese
001075,/it-it/accessibilita,Dichiarazione di accessibilità,Chialamberto
001076,https://form.agid.gov.it/view/1f14b9d0-e214-11ef-9434-213c593bf77c,Dichiarazione di accessibilità,Chianocco
001077,https://form.agid.gov.it/view/885d1b00-b941-11ee-bb2a-ad9137b981d9,Dichiarazione di accessibilità,Chiaverano
001078,https://form.agid.gov.it/view/9e789060-79ce-11ef-95a6-99a60df94018,Dichiarazione di accessibilità,Chieri
001078,https://form.agid.gov.it/view/8b9bcac8-1ec4-4ca9-90db-caac8b5b562b,Accessibilità,Chieri
001079,https://form.agid.gov.it/view/0bf0d408-53ed-445b-9022-e6ef4b0a7aa3,Dichiarazione di accessibilità,Chiesanuova
001081,https://form.agid.gov.it/view/a5f45570-74e9-11ef-b93b-efa7c83c7909,Dichiarazione di accessibilità,Chiusa di San Michele
001082,https://form.agid.gov.it/view/c63d0810-9d14-11ef-b1f7-a1a3615151c4,Dichiarazione di accessibilità,Chivasso
001082,https://form.agid.gov.it/view/c63d0810-9d14-11ef-b1f7-a1a3615151c4,Accessibilità,Chivasso
001083,https://form.agid.gov.it/view/b96344c0-0312-11ef-a3dc-edb30178b3ec,Dichiarazione di accessibilità,Ciconio
001084,https://form.agid.gov.it/view/4fedd5c0-74ee-11ef-9c0f-352ef6622f7d,Dichiarazione di accessibilità,Cintano
001086,https://form.agid.gov.it/view/16c3c810-7406-11ef-8028-a5500c3a6431,Dichiarazione di accessibilità,Ciriè
001086,https://form.agid.gov.it/view/16c3c810-7406-11ef-8028-a5500c3a6431,Accessibilità,Ciriè
001087,https://form.agid.gov.it/view/cc0ceac0-0a52-11f0-94a7-2f74803f8080,Dichiarazione di accessibilità,Claviere
001089,https://form.agid.gov.it/view/855bcaf0-1c33-11ef-9692-5d697308e7e5,Dichiarazione di accessibilità,Coazze
001090,https://form.agid.gov.it/view/eba08396-5c2a-40c1-82f8-d7f3029ae2a4/,Dichiarazione di accessibilità,Collegno
001091,https://form.agid.gov.it/view/27bdb2d0-8306-11ee-8da1-6fff8ebd0a79,Dichiarazione di accessibilità,Colleretto Castelnuovo
001092,https://form.agid.gov.it/view/905d3d70-797c-11ef-b1f8-8bc4b6f6dcff,Dichiarazione di accessibilità,Colleretto Giacosa
001093,https://form.agid.gov.it/view/d24c04f2-e303-4d19-a38b-4bbc5d58ade0,Dichiarazione di accessibilità,Condove
001094,https://form.agid.gov.it/view/485fd0a0-03dd-11f0-b72a-f5b20cc22a1d,Dichiarazione di accessibilità,Corio
001095,https://form.agid.gov.it/view/331c7560-eab4-11ee-8d10-8953ad705315,Dichiarazione di accessibilità,Cossano Canavese
001096,https://form.agid.gov.it/view/042bcbf0-796d-11ef-8b86-a114544c4b4c,Dichiarazione di accessibilità,Cuceglio
001097,https://form.agid.gov.it/view/3bfd1a70-e5f7-11ee-b751-19ace8d2b630,Dichiarazione di accessibilità,Cumiana
001098,https://form.agid.gov.it/view/490dfa00-0003-11f0-a893-477b4107d2ff,Dichiarazione di accessibilità,Cuorgnè
001100,https://form.agid.gov.it/view/cff95360-e925-11ef-8345-ab95aca70c9a,Dichiarazione di accessibilità,Exilles
001101,https://form.agid.gov.it/view/78060ac0-9833-11ee-bfa8-778369ba323a,"Dichiarazione di
                                                        accessibilità",Favria
001102,https://form.agid.gov.it/view/4b17ae70-7a45-11ef-8318-ef4347ebf578,Dichiarazione di accessibilità,Feletto
001103,https://form.agid.gov.it/view/869dffa5-7017-44a6-ae74-91f616186713/,Dichiarazione di accessibilità,Fenestrelle
001104,/it-it/accessibilita,Dichiarazione di accessibilità,Fiano
001105,https://form.agid.gov.it/view/7eaa7a70-8a16-11ef-a471-ebf2b9ebe041,Dichiarazione di accessibilità,Fiorano Canavese
001106,https://form.agid.gov.it/view/c5ff41d0-e7bd-11ef-a2d9-19e27e50d719,Dichiarazione di accessibilità,Foglizzo
001107,https://form.agid.gov.it/view/3c144ce0-8561-11ef-80bc-2d1c61917e35,Dichiarazione di accessibilità,Forno Canavese
001108,https://form.agid.gov.it/view/bc2fd7c0-6a98-11ef-bfc9-0139a13d2963,Dichiarazione di accessibilità,Frassinetto
001109,https://form.agid.gov.it/view/f2f562b9-1b59-4b3f-942e-be2c07942322,Dichiarazione di accessibilità,Front
001110,https://form.agid.gov.it/view/6c8117c0-86ef-11ef-93cf-ebaa2ba2e883,Dichiarazione di accessibilità,Frossasco
001111,https://form.agid.gov.it/view/c02593d0-74dc-11ef-8058-51d4da47dc52,Dichiarazione di accessibilità,Garzigliana
001112,https://form.agid.gov.it/view/634b1450-b614-11ee-9fa2-f57cf7193080,Dichiarazione di accessibilità,Gassino Torinese
001113,/it-it/accessibilita,Dichiarazione di accessibilità,Germagnano
001114,https://form.agid.gov.it/view/752a7eb0-8ace-11ef-be74-5bb132607e23,Dichiarazione di accessibilità,Giaglione
001115,https://form.agid.gov.it/view/d23a2050-703f-11ef-bf92-4904f6e47d35,Dichiarazione di accessibilità,Giaveno
001116,https://form.agid.gov.it/view/c01ad7c0-7413-11ef-a040-e1a46e1cc329,Dichiarazione di accessibilità,Givoletto
001117,https://form.agid.gov.it/view/86cb2910-6ab9-11ef-8812-4b96b827f4a6,Dichiarazione di accessibilità,Gravere
001119,https://form.agid.gov.it/view/3a130490-79ae-11ef-9c3d-7decdf75a4d4,Dichiarazione di accessibilità,Grosso
001120,https://form.agid.gov.it/view/b1d47a50-74cb-11ef-b151-91139087abab,Dichiarazione di accessibilità,Grugliasco
001120,https://www.comune.grugliasco.to.it/it/accessibility,Accessibilità,Grugliasco
001121,https://form.agid.gov.it/view/6fdb3caa-d82f-4585-94b7-9253956b7ea1,Dichiarazione di accessibilità,Ingria
001122,/ita/accessibilita.asp,Accessibilità,Inverso Pinasca
001122,https://form.agid.gov.it/view/9cd8ca40-7c17-11ef-a357-f367b9719ce1,Dichiarazione di accessibilità,Inverso Pinasca
001124,https://form.agid.gov.it/view/f28c4f10-b47c-11ee-a34d-fdbcfc06e6fd,Dichiarazione di accessibilità,Issiglio
001125,https://form.agid.gov.it/view/1c510cf0-2b7a-40ed-b2b6-9b4b89857fd0,Dichiarazione di accessibilità AGID,Ivrea
001127,,Dichiarazione di accessibilità,La Loggia
001128,https://form.agid.gov.it/view/7b282962-f4b4-49bd-ab18-35ce2a659244,Dichiarazione di accessibilità,Lanzo Torinese
001130,https://form.agid.gov.it/view/9dce5dc0-79ba-11ef-ac89-73bc889f09c1,Dichiarazione di accessibilità,Leini
001132,https://form.agid.gov.it/view/ae990c50-74f5-11ef-92bf-cf303a7aa1ba,Dichiarazione di accessibilità,Lessolo
001133,https://form.agid.gov.it/view/4899c1f0-799c-11ef-a45d-85b05898c054,Dichiarazione di accessibilità,Levone
001134,https://form.agid.gov.it/view/2c27a3b0-6c55-11ef-af19-f54e08845f1e,Dichiarazione di accessibilità,Locana
001135,https://form.agid.gov.it/view/0e917aac-b3ea-451d-9e04-53e8ed1c897e,Dichiarazione di accessibilità,Lombardore
001139,https://form.agid.gov.it/view/fe903390-7735-11ef-9a8a-e762469b202d,Dichiarazione di accessibilità,Luserna San Giovanni
001140,https://form.agid.gov.it/view/33ba2745-1dec-4c11-bf9e-47103ff66fea/,Dichiarazione di accessibilità,Lusernetta
001141,https://form.agid.gov.it/view/5e192ca0-7a82-11ef-95cd-dda3b7d1a60d,Dichiarazione di accessibilità,Lusigliè
001142,/it-it/accessibilita,Dichiarazione di accessibilità,Macello
001143,https://form.agid.gov.it/view/51a0d5c0-b21f-11ef-984e-3371145c2cd4,Dichiarazione di accessibilità,Maglione
001146,https://form.agid.gov.it/view/0eadffe0-d975-11ef-b503-f11cb77bc27b,Dichiarazione di accessibilità,Mathi
001148,/amministrazione-trasparente, Amministrazione Trasparente La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione,Mazzè
001148,https://form.agid.gov.it/view/56b41890-295f-11ef-8bda-7f88d3d4cdbf,"Dichiarazione di
                                                        accessibilità",Mazzè
001149,https://form.agid.gov.it/view/07663a10-71a4-11ef-8229-07a2a08cbd6b,Dichiarazione di accessibilità,Meana di Susa
001150,https://form.agid.gov.it/view/7cbe90c0-6ebe-11ef-aea9-cd5cf01dfc99,Dichiarazione di accessibilità,Mercenasco
001154,https://form.agid.gov.it/view/fc23a250-92be-11ef-af86-a7afb04dbf9b,Dichiarazione di accessibilità,Mompantero
001156,https://form.agid.gov.it/view/08907790-25b1-11f0-85ff-87a29b7d338f,Dichiarazione di accessibilità,Moncalieri
001157,https://form.agid.gov.it/view/93796f00-e6a7-11ee-bede-f9e8baab9409,Dichiarazione di accessibilità,Moncenisio
001158,https://form.agid.gov.it/view/c1ef5150-703c-11ef-8f50-a77817069599,Dichiarazione di accessibilità,Montaldo Torinese
001159,https://form.agid.gov.it/view/afc720d0-ae34-11ef-bf46-315a8a86a3ce,Dichiarazione di accessibilità,Montalenghe
001160,https://form.agid.gov.it/view/d166b290-9cbb-11ee-901e-cb6c00ca4808,Dichiarazione di accessibilità,Montalto Dora
001161,https://form.agid.gov.it/view/179a06f0-79b0-11ef-b356-5d99b428df8b,Dichiarazione di accessibilità,Montanaro
001162,https://form.agid.gov.it/view/9cbe8922-d170-42f1-afe7-7b2a2adb4884/,Dichiarazione di accessibilità,Monteu da Po
001164,https://form.agid.gov.it/view/e778fb20-71cb-11ef-bac6-85c4987776d8,Dichiarazione di accessibilità,Nichelino
001165,https://form.agid.gov.it/view/6c619ca2-ae00-49a3-8b14-4844ddf9bc8a,Dichiarazione di accessibilità,Noasca
001166,https://form.agid.gov.it/view/88863280-69e8-11ef-be6f-67c1cd981415,Dichiarazione di accessibilità,Nole
001167,https://form.agid.gov.it/view/d3345a35-720a-43a4-809b-a2bb15022006/,Dichiarazione di accessibilità,Nomaglio
001169,https://form.agid.gov.it/view/32240f80-d3ff-11ef-a509-e53c0b23c874,Dichiarazione di accessibilità,Novalesa
001170,https://form.agid.gov.it/view/8a385d88-a387-42ec-8616-8f60208a8908,Dichiarazione di accessibilità,Oglianico
001171,https://comune.orbassano.to.it/it/accessibility,Accessibilità,Orbassano
001172,https://form.agid.gov.it/view/48c85140-7655-11ef-b6ce-8b7f0bda7197,Dichiarazione di accessibilità,Orio Canavese
001173,https://form.agid.gov.it/view/11361740-d739-11ef-b4c0-0f314fb5eb8a,Dichiarazione di accessibilità,Osasco
001174,https://form.agid.gov.it/view/61d7d280-eb4c-11ee-bf3f-99f6d8f43fd6,Dichiarazione di accessibilità,Osasio
001175,https://form.agid.gov.it/view/357dcfb0-b7a1-11ef-9479-973d2b0f6687,Dichiarazione di accessibilità,Oulx
001176,https://form.agid.gov.it/view/24f57e40-767e-11ef-90ef-1f633867ee70,Dichiarazione di accessibilità,Ozegna
001177,https://form.agid.gov.it/view/4cb3b180-69fa-11ef-9f6f-cf57bcce2d02,Dichiarazione di accessibilità,Palazzo Canavese
001179,https://form.agid.gov.it/view/9f575070-e77a-11ee-b4bd-e7e4c91a5c60,Dichiarazione di accessibilità,Parella
001180,https://form.agid.gov.it/view/8b26af40-6d0f-11ef-85f5-5f9e16aee566,Dichiarazione di accessibilità,Pavarolo
001181,https://form.agid.gov.it/view/d3220f30-6f56-11ef-b50f-9d29f2fd5d72,Dichiarazione di accessibilità,Pavone Canavese
001183,https://form.agid.gov.it/view/abe25600-bf75-11ee-845b-6982e57deb6c,Dichiarazione di accessibilità,Pecetto Torinese
001184,https://form.agid.gov.it/view/ea0d540b-991d-43ee-93b5-13a6ede2fac2/,Dichiarazione di accessibilità,Perosa Argentina
001185,https://form.agid.gov.it/view/13eee175-215b-46b7-a38b-6424cd44f6b9,Dichiarazione di accessibilità,Perosa Canavese
001186,https://form.agid.gov.it/view/801d20a0-e223-11ef-b26b-9d04c62aaeee,Dichiarazione di accessibilità,Perrero
001187,https://form.agid.gov.it/view/57f1f46b-9788-4aa8-ac08-43686e736b5a,Dichiarazione di accessibilità,Pertusio
001188,https://form.agid.gov.it/view/aca000f5-5487-45db-a56a-da6d0546d762,Dichiarazione di accessibilità,Pessinetto
001189,https://form.agid.gov.it/view/03bb2eb0-9a64-11ee-b702-bb7be19cf266,Dichiarazione di accessibilità,Pianezza
001190,https://form.agid.gov.it/view/4c43e9f0-79b7-11ef-886f-07c7b03d3ec9,Dichiarazione di accessibilità,Pinasca
001191,https://form.agid.gov.it/view/f56c0be0-7a3c-11ef-ba6f-03f20e694150,Dichiarazione di accessibilità,Pinerolo
001192,https://form.agid.gov.it/view/e62f3fc0-7a60-11ef-8032-437f4c232922,Dichiarazione di accessibilità,Pino Torinese
001194,https://www.comune.piossasco.to.it/it/accessibility,Accessibilità,Piossasco
001195,https://form.agid.gov.it/view/d6912da0-7b30-11ef-a813-4bdcc261e711,Dichiarazione di accessibilità,Piscina
001196,https://form.agid.gov.it/view/d8a06938-4a74-46f1-9ab7-ffdc4919d5ee/,"Dichiarazione di
                                                        accessibilità",Piverone
001197,https://form.agid.gov.it/view/c93e6000-b2f3-11ef-bb44-0f3cf87799c5,Dichiarazione di accessibilità,Poirino
001198,https://form.agid.gov.it/view/c0460300-a582-11ef-b2a7-edc319e13e40,Dichiarazione di accessibilità,Pomaretto
001199,https://form.agid.gov.it/view/d146348b-74e5-4e3a-80c3-fa4496f8f148,Dichiarazione di accessibilità,Pont Canavese
001200,https://form.agid.gov.it/view/32919230-bb9b-11ee-a8f8-990e60b30f35,Dichiarazione di accessibilità,Porte
001201,https://form.agid.gov.it/view/254699f0-0bb7-11f0-8832-b5fe9b3730b8,Dichiarazione di accessibilità,Pragelato
001202,https://form.agid.gov.it/view/7354c6da-6898-405a-b431-40ea3940a88d/,Dichiarazione di accessibilità,Prali
001203,https://form.agid.gov.it/view/56e555e0-740a-11ef-8ee6-33dbfcc0c2e7,Dichiarazione di accessibilità,Pralormo
001204,https://form.agid.gov.it/view/20eca52c-b066-4340-a664-d089b9043ccf/,Dichiarazione di accessibilità,Pramollo
001206,https://form.agid.gov.it/view/ccae20f0-32c3-11ef-b0d7-9b131be31635,Dichiarazione di accessibilità,Prascorsano
001207,https://form.agid.gov.it/view/12ea34c0-e1f5-11ee-a986-d13952b1dd70,Dichiarazione di accessibilità,Pratiglione
001208,https://form.agid.gov.it/view/04634fc0-ce69-11ef-8451-118b8255f7ce,Dichiarazione di accessibilità,Quagliuzzo
001209,https://form.agid.gov.it/view/bab81c50-7974-11ef-8c02-d5d6456fcdcc,Dichiarazione di accessibilità,Quassolo
001210,https://form.agid.gov.it/view/a04d8440-87c0-11ef-8f92-d1f772c3c282,Dichiarazione di accessibilità,Quincinetto
001211,/it-it/accessibilita,Dichiarazione di accessibilità,Reano
001212,https://form.agid.gov.it/view/ad00c280-7689-11ef-918a-b73735366807,Dichiarazione di accessibilità,Ribordone
001214,https://form.agid.gov.it/view/d11984e0-7670-11ef-84ab-85ed0864b706,Dichiarazione di accessibilità,Rivalta di Torino
001214,https://form.agid.gov.it/view/51cf7620-0a1f-11f0-8597-9758f906da1e,Obiettivi di accessibilità 2025,Rivalta di Torino
001215,https://form.agid.gov.it/view/11af4f30-b087-11ef-8b59-814c760e070b,Dichiarazione di accessibilità,Riva presso Chieri
001216,https://form.agid.gov.it/view/e8c380c0-cfde-11ee-9797-7b09a51ef19d,Dichiarazione di accessibilità,Rivara
001217,https://form.agid.gov.it/view/2fe024a0-6930-11ef-813a-714cddfeca25,Dichiarazione di accessibilità,Rivarolo Canavese
001218,https://form.agid.gov.it/view/68d49180-758b-11ef-9f06-df62ac88a901,Dichiarazione di accessibilità,Rivarossa
001219,https://form.agid.gov.it/view/35856fe0-bbca-11ef-a67c-fbb90a2966bb,Dichiarazione di accessibilità,Rivoli
001221,https://form.agid.gov.it/view/384bf750-da31-11ef-b29d-19ebcc51ffd3,Dichiarazione di accessibilità,Rocca Canavese
001222,https://form.agid.gov.it/view/242f2120-d163-11ee-a504-b99fa65c5325,Dichiarazione di accessibilità,Roletto
001223,https://form.agid.gov.it/view/1e097390-f18e-11ee-af04-399835b64452,"Dichiarazione di
                                                        accessibilità",Romano Canavese
001224,https://form.agid.gov.it/view/955b92b0-74d4-11ef-a108-b77eb2414b51,Dichiarazione di accessibilità,Ronco Canavese
001225,https://form.agid.gov.it/view/331e19f0-7caa-11ef-9f82-c3ab8a657e52,Dichiarazione di accessibilità,Rondissone
001230,https://form.agid.gov.it/view/30ccc470-1d06-11ef-9179-dd22445484fb,Dichiarazione di accessibilità,Rueglio
001231,https://form.agid.gov.it/view/4666a6a0-d7bc-11ee-9c70-9bfc75a8c4c1,Dichiarazione di accessibilità,Salassa
001232,https://form.agid.gov.it/view/f5b51790-040c-11f0-a620-737983a2d9e3,Dichiarazione di accessibilità,Salbertrand
001233,https://form.agid.gov.it/view/d81a7430-82c3-11ee-a047-27206474bdcb,Dichiarazione di accessibilità,Salerano Canavese
001234,https://form.agid.gov.it/view/10345899-8fb9-44fc-a3e7-039ef2170da4/,Dichiarazione di accessibilità,Salza di Pinerolo
001235,https://form.agid.gov.it/view/5522d650-7a55-11ef-8b5e-a52cad70c928,Dichiarazione di accessibilità,Samone
001236,https://form.agid.gov.it/view/a2edd600-b641-11ef-904a-ed68b9d5fa58,Dichiarazione di accessibilità,San Benigno Canavese
001237,https://form.agid.gov.it/view/7814d670-0b0c-11f0-9dcf-f9c2e40e4a44,"Dichiarazione di
                                                        accessibilità",San Carlo Canavese
001238,https://form.agid.gov.it/view/07e2bdc0-0a5a-11f0-ac57-3b278b2cba2d,Dichiarazione di accessibilità,San Colombano Belmonte
001239,https://form.agid.gov.it/view/fe3df6d0-92be-11ef-9c43-954d39433a15,Dichiarazione di accessibilità,San Didero
001240,https://form.agid.gov.it/view/5b10ceb0-79be-11ef-8a6b-73f8cbebbe3b,Dichiarazione di accessibilità,San Francesco al Campo
001241,/c001241/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20106,Dichiarazione di accessibilità,Sangano
001244,https://form.agid.gov.it/view/4a82bdf0-9b61-11ef-92c9-7b68ff9c9fb9,Dichiarazione di accessibilità,San Giorgio Canavese
001245,https://form.agid.gov.it/view/b985100f-6389-4b74-b869-f2df2693bea3/,Dichiarazione di accessibilità,San Giorio di Susa
001246,https://form.agid.gov.it/view/c3af04a0-6e79-11ef-8210-43066c66200a,"Dichiarazione di
                                                        accessibilità",San Giusto Canavese
001247,https://form.agid.gov.it/view/bf60b3e0-0e00-11f0-be13-3177557c22af,Dichiarazione di accessibilità,San Martino Canavese
001248,https://form.agid.gov.it/view/3979be00-70eb-11ef-9117-9f97e97c570c,Dichiarazione di accessibilità,San Maurizio Canavese
001249,https://www.comune.sanmaurotorinese.to.it/it/accessibility,Accessibilità,San Mauro Torinese
001249,https://www.comune.sanmaurotorinese.to.it/it/page/dichiarazione-accessibilia,Dichiarazione di accessibilità e modalità di segnalazioni di non conformità,San Mauro Torinese
001251,https://form.agid.gov.it/view/d5d08980-6b89-11ef-b0d1-6b5394209218,Dichiarazione di accessibilità,San Ponso
001253,https://form.agid.gov.it/view/6b9742c0-7732-11ef-95ad-ab83e473a78e,Dichiarazione di accessibilità,San Sebastiano da Po
001254,https://form.agid.gov.it/view/1ef37670-e11c-11ee-bcb2-7ff21acedbdd,Dichiarazione di accessibilità,San Secondo di Pinerolo
001258,https://form.agid.gov.it/view/e31ef540-0ae9-11f0-81dc-372b1a68ea2e,Dichiarazione di accessibilità,Sauze di Cesana
001259,https://form.agid.gov.it/view/e8fc3cd0-0af7-11f0-8945-f1ccd7e7ce92,Dichiarazione di accessibilità,Sauze d'Oulx
001260,/ita/accessibilita.asp,Accessibilità,Scalenghe
